job_link,job_title,company_name,company_location,salary,job_type,rating,job_description,searched_job,searched_location
https://www.indeed.com/rc/clk?jk=5a1ba6ce91a09dd1&fccid=dce16d3eba100f4b&vjs=3,Data Scientist - Hybrid Remote,Sharecare,"Hybrid remote in New York, NY",140000,Full-time,3.9,"Demonstrated experience applying , science methods to real-world , problems.,Develop custom , models and algorithms to apply to , sets.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=d6da3a3c21ee8d8a&fccid=4640437a3109c91f&vjs=3,Data Scientist,Dataiku Misc Postings,"Remote in New York, NY",122500,Not available,Not available,"Experience using enterprise , science tools.,An ideal candidate is excited to learn complex new technologies and modeling techniques while being able to…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=5024c34376b16d2c&fccid=d0284a611579c21d&vjs=3,Tritura Data Scientist,Faegre Drinker,"Hybrid remote in New York, NY",187500,Full-time,3.5,"Complete , conversion, , editing, , formatting, , normalization, , analysis and , reporting.,Assess client algorithms for unintended bias.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=a1afc7f21358eb1f&fccid=5a91fd675c45515f&vjs=3,Data Scientist,Bankers Healthcare Group,"Remote in Syracuse, NY 13204",Not available,Full-time,4.2,"Modeling experience with FCRA-regulated , (e.g., credit bureau attributes) is a plus.,Strong communication skills: written, verbal, presentation, and…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=f5a70880e7cabda9&fccid=f46e2fd6ab3f5a72&vjs=3,Data Scientist,Wolters Kluwer,"New York, NY 10011",Not available,Full-time,3.6,"Good hands-on (1 year experience) , analytics experience developing machine learning models.,Collaborate with other , and the business teams to…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=736233779bed8d53&fccid=f057e04c37cca134&vjs=3,Data Scientist - Global Decision Science,Amex,"New York, NY",127500,Not available,4.1,"Experience with , visualization is a plus.,Innovate with a focus on developing newer and better approaches using big , & machine learning solutions.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=22959f53b0616424&fccid=be3b11aa573faee7&vjs=3,Data Scientist,CVS Health,"New York, NY",128087,Not available,3.2,"Duties include: design and develop , solutions using industry leading tools, technologies and best practices to profile , and develop efficient ingestion…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=c1c546698f4f3fe4&fccid=be3b11aa573faee7&vjs=3,Sr Data Scientist,CVS Health,"New York, NY",153113,Not available,3.2,"Duties include: design and develop , solutions using industry leading tools, technologies and best practices to profile , and develop efficient ingestion…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=4f7ba88b96dad6e4&fccid=95b1154191e232bc&vjs=3,Biomedical Data Scientist,Retia Medical,"White Plains, NY 10604",Not available,Not available,Not available,"Previous experience with time-series , analysis is a plus.,Your primary tasks will be to analyze and visualize multi-channel timeseries data.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=d578001a36aafe2e&fccid=5f1f0e6dcc6cbc83&vjs=3,Data Scientist,Humana,"Remote in Albany, NY 12205",Not available,Full-time,3.6,"Skilled in obtaining , from multiple, disparate , sources including structured, semi-structured and unstructured data.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=bb5761b77b2e4636&fccid=c3d0e61497689f55&vjs=3,Equity Research Associate / Data Scientist: Global Policy,Piper Sandler,"New York, NY 10174",200000,Full-time,3.9,"Entry- to associate-level financial economist/data , will assist with building and maintaining quantitative models which inform the Global Policy and…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=a88224f19eee596c&fccid=7d7b563c6a3a9653&vjs=3,Data Scientist,NYC Careers,"Brooklyn, NY",108286,Day shift,4.0,"Which include but are not limited to a mastery in conducting , landscape analyses, identifying and documenting , sources, joining and integrating datasets…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=1d981ce708885307&fccid=7ca1385998532a85&vjs=3,Data Scientist III,Conde Nast,"New York, NY",175000,Full-time,4.0,"Works closely with , engineers and machine learning engineers to deliver products and analyses.,Experience in one or more areas of advanced , science (NLP…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=f65a80c8890f39a3&fccid=637c4876afb3621b&vjs=3,Data Scientist (GenerativeAI),SymphonyAI,"Remote in New York, NY 10001",Not available,Full-time,Not available,"Must have experience in , processing, analyzing and model training/testing.,You will be responsible for designing, implementing, and testing generative AI…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7231d31239ecf2b7&fccid=1c76c3a36f6c7557&vjs=3,GWM Americas Quantitative Analytics and Data Science Specialist,UBS,"New York, NY",100000,Full-time,3.8,"Engage in the design, enhancement, and implementation of forecasting models, tools, and analytics.,Conduct econometric and statistical analysis of times series…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=fe6e382847752143&fccid=f8ae0d540583c551&vjs=3,Data Scientist,Ntropy Network,"Remote in New York, NY",130000,Full-time,Not available,"Push the limits of what can be done with data.,Recognized open-source contributions and/or top performance in , competitions (Kaggle, Numerai, etc.).", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=06249f4fc2639bad&fccid=fdb210f6a49b1c13&vjs=3,Staff Data Scientist,Warner Bros. Discovery,"New York, NY",167750,Full-time,4.0,"Fluency in SQL, NoSQL Databases, events systems and , lakes and good knowledge of , modeling.,Collaborate with engineers assisting on , work.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=dede03e96b7e1a16&fccid=55a2bdb0a91b873d&vjs=3,Data Scientist,DICK'S Sporting Goods,"Melville, NY 11747",Not available,Not available,3.4,"Compile , from disparate , sources leveraging both qualitative and quantitative , to build models.,Apply machine learning and , mining techniques to…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=19e53c992889f7df&fccid=bd976cc171c690e0&vjs=3,Data Scientist,Columbia University,"New York, NY",72800,Full-time,4.1,"The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a , , to lead…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=5f2ccfb7ccd1128e&fccid=bc25fff2757c98b2&vjs=3,Data Scientist,Level,"Remote in New York, NY 10013",170000,Not available,4.2,"Build the infrastructure that allows us to scale by optimizing , science workflows and ensuring , quality standards.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7681352be7eea416&fccid=1dc32badf02d6835&vjs=3,Staff Data Scientist,Integral Ad Science,"Remote in New York, NY 10003",Not available,Not available,3.9,"Enthusiasm for telling stories with ,, deep understanding of how , works and flows through systems to produce business outcomes.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=acc4cc4c56b61334&fccid=478da1d2b436ffd0&vjs=3,Data Scientist,VMLY&R Health,"New York, NY 10019",Not available,Full-time,Not available,"Proven proficiency working with and sourcing , from large disparate , sources and cloud , hosting tools including Microsoft Azure, AWS.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=94237b552e551dc5&fccid=718f6f4dd822068c&vjs=3,Data Scientist/Senior Data Scientist,Nova Credit,"Remote in New York, NY",162000,Full-time,Not available,"Develop algorithms to unify bank transaction , from multiple banks and , vendors;,Collaborate with our engineering organization to standardize , from…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=c76c4bb14ae68c95&fccid=71eb96af97fae7e9&vjs=3,Data Scientist - Pricing & Analytics (100% Remote),Hopper,"Remote in New York, NY",170000,Full-time,2.7,"Leveraging , to solve customer problems is in Hopper’s DNA.,Find new opportunities for revenue growth by becoming the expert on our , and customers.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=4118e69c225b8ed9&fccid=675ee465d3812bad&vjs=3,"Senior Data Scientist, Product Analytics",Spring Health,"Remote in New York, NY",188396,Part-time,3.5,"5 years of professional experience in a , role (data analyst, product analyst, , ,, or similar), and at least 2 years of experience working with…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=ad05e4c8e25fc02d&fccid=5c9de1aedf73e3b6&vjs=3,Senior Data Analyst,Warner Music Group,"Remote in New York, NY",87500,Full-time,4.1,"You will report centrally to the Chief of Staff, and work with various , tools and support teams to bring , into the fabric of day to day operations.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=54b88ad12bafe1d4&fccid=9df1e83adac21eb3&vjs=3,Data Scientist,The Powerline Group,"Port Jefferson Station, NY 11776",Not available,Not available,1.8,"Determining the correct , sets and variables.,Analyzing the , to identify patterns and trends.,Collecting large sets of structured and unstructured data…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=3caccdadc3aca0d9&fccid=978d9fd9799d55a8&vjs=3,Lead Product Data Scientist,PayPal,"New York, NY",144550,Full-time,3.9,"Collaborate with engineering and , engineering to enable feature tracking, resolve complex , and tracking issues, and build necessary , pipelines.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7f9cd5bd4e4906d8&fccid=8077183a161ef0fd&vjs=3,Senior Data Analyst,New York University,"Remote in New York, NY 10012",105000,Full-time,4.2,"Strong , analytical skills with the ability to reconcile multiple , points.,5+ years of relevant experience in , analytics.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7ee109c8987e7c49&fccid=c46d0116f6e69eae&vjs=3,Quantitative Research - Sales Analytics Data Scientist - Associate,"JPMorgan Chase Bank, N.A.","New York, NY",167500,Full-time,3.9,"Experience analyzing financial market data.,Proactively identify opportunities to leverage , and analytics to enhance the Sales business.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=e009d6530da59e18&fccid=c8eabfdb4fcf2d28&vjs=3,Master Data Scientist,HP,New York State,Not available,Full-time,3.9,"Collaborates with peers, junior engineers, , , and project team.,Leads organization wide team or teams of other , science professionals in…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=ac3313cc11f5b5a7&fccid=c007936ceb766fe5&vjs=3,Data Science Analyst I - Genetics (Pandey Lab),Mount Sinai,"New York, NY",90591,Not available,3.7,The overall project is the design and implementation of novel machine/deep learning algorithms to predict disease phenotypes from a variety and large amounts of…, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=289e3aced047188e&fccid=bde2032ae798a617&vjs=3,Data Scientist/Research Analyst,Franklin Templeton Investments,"New York, NY 10007",173320,Full-time,4.0,"Leveraging Machine Learning algorithms and unstructured , analysis to explain , trends and provide additional insights compared to conventional…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=e02618ac4ebdf589&fccid=caed318a9335aac0&vjs=3,"Investigations and Insights, Data Scientist (IO) - USDS",TikTok,"New York, NY",228222,Not available,3.5,"Help mentor a team of , , and , analysts to execute team roadmap.,Identify deceptive behavior of threat actors, collect and analyze signals…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=8733a306398359ed&fccid=e1ccbfff0c15def4&vjs=3,Junior Trader,Louis Dreyfus Company,"Hybrid remote in New York, NY 10022",Not available,Not available,4.0,"Develop, test, and optimize algorithmic trading strategies using data-driven approaches and statistical analysis.,Paid Time Off (PTO) and Paid Holidays.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=51a165078d04331f&fccid=de71a49b535e21cb&vjs=3,Technology Sales Representative - Data & AI - Northeast,IBM,"Armonk, NY",128000,Full-time,3.9,"When it comes to , management and analysis, our prospective clients have massive challenges.,As a Brand Sales Specialist you'll work closely with clients to…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=e4808e1bedd12bf9&fccid=13aa8b966306279f&vjs=3,Data Scientist,New York Blood Center Inc,"New York, NY 10065",120000,Full-time,3.7,"Ensure , quality and , hygiene across enterprise reporting platforms focusing on consistent, timely, and accurate data.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=16a35ffb90f5e9aa&fccid=c0bc093869fdf263&vjs=3,Senior Data Scientist,Progyny,"New York, NY 10016",Not available,Full-time,3.4,"Prior experience with , visualization packages (e.g. Matplotlib, GGPlot, Seaborn, etc.).,Present to stakeholders in a clear and concise manner so they can…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=60a18ecc3f8e344c&fccid=3397af2151539245&vjs=3,Data Scientist Engineer in NYC,Capital Management Fund,"New York, NY",220480,Not available,Not available,"You will be owning end-to-end , workflows and developing , domain expertise in relation with the Research teams.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7abb273936d5f046&fccid=be3b11aa573faee7&vjs=3,Principal Data Scientist,CVS Health,"New York, NY",204500,Not available,3.2,"Understands and recommends modeling techniques to , ,; mentors junior team members; leads multiple large cross-functional project teams; and leads…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=cd1bcb4a7dd51900&fccid=02bd2bdda97deebf&vjs=3,Data Scientist,Hearst Media Services,"New York, NY 10019",130000,Full-time,3.5,"REQUIREMENTS : Bachelor’s degree or foreign equivalent in Business Intelligence and Analytics, Statistics, or related field and three (3) years of experience in…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=8a391f8ab3e5578a&fccid=978d9fd9799d55a8&vjs=3,"Senior Data Scientist, Experimentation",PayPal,"New York, NY",165600,Full-time,3.9,"Fluency in processing and manipulating large datasets and building , engineering pipelines using technologies such Hive, SQL, BigQuery, or Spark.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=6e8c4a03f889d41c&fccid=4f4e943d41aa8a93&vjs=3,DATA VISUALIZATION SPECIALIST,Tellic LLC,"Pound Ridge, NY 10576",Not available,Not available,Not available,"Proficient with , visualizations and using , to tell interesting business stories.,Role requires quantitative , analysis to rapidly iterate, prototype,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=89403f2833ab140f&fccid=cf80abde47d3bd81&vjs=3,"Consultant, Data Science",Mazars USA,"Hybrid remote in New York, NY",Not available,Full-time,3.6,"Experience with , visualization tools (e.g. Tableau, PowerBI) and , storytelling.,Conduct , analysis via , discovery, exploration, investigation,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=af438f7fc9e9faa6&fccid=be3b11aa573faee7&vjs=3,Lead Data Scientist - (Healthcare Product Innovation),CVS Health,"New York, NY",172500,Not available,3.2,"Lead and mentor team of , , and , engineers and drive MLE excellence across the team.,You will collaborate with our business partners on scoping…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=0fabe3d0eeb150a2&fccid=c46d0116f6e69eae&vjs=3,Artificial Intelligence Research Scientist- Reinforcement Learning and Multi-Agent Learning/Simulation- Senior Associate,"JPMorgan Chase Bank, N.A.","New York, NY",164000,Full-time,3.9,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=4b0d9b46bcc8a6fa&fccid=44b8ed526a397a28&vjs=3,"Junior Researcher, Data Science",Paliwoda Group,"New York, NY",Not available,Not available,Not available,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=c0df21ca95c269ca&fccid=16e0f9023d93faa8&vjs=3,Data Scientist,TECHSTRA SOLUTIONS,"New York, NY",Not available,Not available,Not available,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=0e9e6b22c204d39f&fccid=548e0909717a6ddf&vjs=3,"Data Scientist, Systematic Global Macro",Millennium Management LLC,"New York, NY 10022",175000,Full-time,4.0,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=22022576b578c0db&fccid=c5dda297fd1bfdb9&vjs=3,Senior Data Scientist | Inference & Estimation,Ramp Financial,"Remote in New York, NY",Not available,Not available,Not available,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7c79116f69ba19c4&fccid=68842b7a56bf8263&vjs=3,"Data Scientist, Decision Support",Syracuse University,"Syracuse, NY",Not available,Full-time,4.3,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=170fc25cffd33e85&fccid=f9fe675c31a6b8de&vjs=3,Statistician,Precision Consulting,"Remote in New York, NY",Not available,Not available,4.0,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=a3c7f5701045c70c&fccid=2a7e781bc550f47d&vjs=3,Data Scientist,RADAR,"Remote in New York, NY",Not available,Not available,3.8,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=9819e647358a7d40&fccid=49bacaf9ea5daa22&vjs=3,Data Scientist II - Hybrid,Radian,"New York, NY 10016",115350,Full-time,3.5,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=fb43dfe81685438a&fccid=a9825d6e856f097c&vjs=3,People Analytics - Data Science & Reporting Analyst,"D. E. Shaw & Co., L.P.","New York, NY",137500,Not available,4.1,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=de0885f57b2e2f59&fccid=570de3d15b9bbb97&vjs=3,Data Scientist,RISIRISA,"New York, NY",Not available,Full-time,Not available,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=6fd88dda36cff906&fccid=dd616958bd9ddc12&vjs=3,Data Scientist,S3Partners.com,"New York, NY 10022",Not available,Full-time,Not available,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=6f93b7c0dee32a2d&fccid=b9d4e9eceb3ff4c0&vjs=3,Senior Data Analyst,Codecademy,"Remote in New York, NY",107000,Not available,3.6,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=125b0efdcf45d9e3&fccid=b716e44d2c6283e7&vjs=3,Senior Data Scientist,S&P Global,"Remote in Albany, NY 12201",Not available,Full-time,3.9,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=3273a042b0a31712&fccid=23ddedaf27ad006f&vjs=3,Senior Product Data Scientist,Cash App,"New York, NY",Not available,Full-time,4.0,Not available, Data Scientist,New York
https://www.indeed.com/rc/clk?jk=a624d40a15860c6b&fccid=894f7f8c2128ec00&vjs=3,Principal Data Scientist,GeoComply,"New York, NY",234000,Full-time,Not available,"Have strong programming skills in Python and fluency in , manipulation (SQL, Spark);,GeoCompy’s , Science team focuses on improving Anti-fraud system,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=c56b6569f5d5fe5f&fccid=1ae48412754511fd&vjs=3,"Senior Analyst, Data Scientist",Annalect,"New York, NY 11211",93500,Not available,2.9,"You will collaborate with other , , to build new utilities, improve methodologies, and explore a wide variety of datasets.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=df4ada005ca37b24&fccid=5bcd1ef0a7f4fb99&vjs=3,"NAM BCMA Investment Banking M&A Strategic Shareholder Advisory Data Science, Summer Analyst - New York (North America - 2024)",Citi,"New York, NY",110000,Apprenticeship,3.9,"You are graduating between December 2024 and June 2025 and have a preferred GPA of 3.5 or above with a bachelor’s or master’s degree in , science, economics,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=7a52a982bfd217de&fccid=bd976cc171c690e0&vjs=3,Senior Data Analyst,Columbia University,"Hybrid remote in New York, NY",100000,Full-time,4.1,"Experience with quantitative , management and analysis.,Manage a database containing multiple cohort studies that we use for the study, including ensuring…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=a3ad65c4e2791623&fccid=afe9c4f699b0a5e5&vjs=3,"Data Scientist, Office of Institutional Research - Binghamton University",Binghamton University,"Binghamton, NY 13902",77500,Not available,4.3,"Collaborate with program administrators and other stakeholders to develop context around student participation , and empower , literacy.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=631dcdceb0ef78c2&fccid=179b4dbe0df4cac4&vjs=3,Data Scientist,The Transformation Group,"New York, NY",Not available,Not available,Not available,"Constructing APIs for , gathering, exploring and performing QA for third party data.,Learning and sharing knowledge about , science, proposing the…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=5e511db9b7ba0d32&fccid=9f69c86470add45a&vjs=3,Quantitative Researcher,Engineers Gate,"New York, NY",Not available,Not available,Not available,"Strong , experience including fitting models with financial data.,The researcher will be responsible for collaborating with other team members to explore,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=baca6c7498667f81&fccid=c853f7a628ce4b9a&vjs=3,Senior Data Analyst,K Health,"Hybrid remote in New York, NY 10001",130000,Not available,2.4,"2+ years experience analyzing product , & event-based data.,5+ years experience as a , analyst.,Using your deep understanding of the , that we have…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=01cae6709954ba73&fccid=b4048be2884af072&vjs=3,"Principal, Data Scientist",BNY Mellon,"New York, NY",Not available,Not available,3.5,"You will be responsible for working with vast amounts of financial , to derive insights and make predictions about our clients and the markets in which they…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=b86c788c7bfe2653&fccid=2973259ddc967948&vjs=3,eCommerce Senior Data Scientist,PepsiCo,"New York, NY 10017",134000,Full-time,3.8,"Work with the larger , science team on the analysis of large , sets to uncover trends, patterns, and insights.,Own end-to-end machine learning pipelines.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=fdfc267aba1fe9b2&fccid=9ecb91618c39a24f&vjs=3,Senior Applied Scientist I,Etsy,"Brooklyn, NY 11201",178000,Full-time,4.3,"Work closely with software engineers, , ,, applied ,, product managers, and designers.,Ability to write code and manipulate , at a large…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=b3d6b59a8736be25&fccid=db0af0ad6162783b&vjs=3,Quantitative Researcher,Hap Capital,"New York, NY 10004",200000,Full-time,Not available,"Develop and test data-centric theories aimed at understanding intraday liquidity dynamics.,Proficiency in advanced , research & modeling using Python and/or…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=f139de531e643f0c&fccid=2973259ddc967948&vjs=3,eComm Principal Data Scientist,PepsiCo,"Purchase, NY 10577",Not available,Full-time,3.8,"Experience designing and developing machine learning solutions using a variety of , sources.,Experience and functional familiarity with software development…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=98a1c7a57b7955a7&fccid=0c39fb2c91742dcf&vjs=3,Legal and Compliance Tech and Data Legal Junior Attorney,Morgan Stanley,"Hybrid remote in New York, NY 10036",Not available,Full-time,3.8,"> Research legal issues related to commercial contracts, outsourcing and technology including emerging technologies (i.e., cloud, artificial intelligence…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=acf960b6df569e7b&fccid=4b5be9cd2f65a05b&vjs=3,Molecular Diagnositics - Development and NGS Data Scientist,SUNY Upstate Medical University,"Syracuse, NY 13210",Not available,Full-time,3.6,"Bargaining Unit: UUP (State University Professional Services Unit).,The Diagnostics Development and NGS , , is responsible for assisting the…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=f91daa03a1405aa5&fccid=fe2d21eef233e94a&vjs=3,Applied Scientist III,"Amazon Dev Center U.S., Inc.","New York, NY",136000,Full-time,3.5,"4+ years of building machine learning models for business application experience.,PhD, or Master's degree and 6+ years of applied research experience.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=839537716da14c18&fccid=4cd66e5617f038d8&vjs=3,Quantitative Strategist – Graduate,Susquehanna International Group,"New York, NY 10005",212500,Not available,3.8,"Experience in writing code to process and analyze large sets of data.,Through your research, you may discover a new pattern that can transform into a trading…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=4ce747f18a416105&fccid=c46d0116f6e69eae&vjs=3,"Vice President, Data Science Strategy","JPMorgan Chase Bank, N.A.","New York, NY",171250,Full-time,3.9,"The group currently consists of , ,, machine learning engineers and , science product managers.,MBA in Finance/Marketing or equivalent required.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=3847554f09d09e2b&fccid=a5b4499d9e91a5c6&vjs=3,"Customer Engineer, AI/ML, Financial Services, Google Cloud",Google,"New York, NY",Not available,Full-time,4.3,"Experience in , and information management as it relates to big , trends and issues within businesses.,Bachelor's degree in Computer Science, Mathematics,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=84b3fd92dc7c3beb&fccid=e3775e5ec8ee0d6e&vjs=3,Artificial Intelligence/Machine Learning Assistant Scientist,Brookhaven National Laboratory,"Upton, NY 11973",Not available,Not available,4.2,"Webring together computer ,, applied mathematicians and domain , to carry out leading edge research, convert research results into practical…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=32357e9c42436129&fccid=ba07516c418dda52&vjs=3,"Data Scientist, Machine Learning",Meta,"New York, NY",233000,Not available,4.1,"Communication and influence: You won’t simply present ,, but tell data-driven stories.,Contribute towards advancing the , Science discipline at Meta,…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=9464b80f4a91e4a7&fccid=1d7146bd38091a7a&vjs=3,Head of Data Science,Duolingo,"New York, NY",290400,Not available,4.1,"As the , science leader, you'll shape how 'all things' , and , science contribute to Duolingo's strategy.,Experience with analyzing large datasets.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=5dede6135cb014af&fccid=6c5992ae26848336&vjs=3,"Head of Product Data Science, Venmo",Venmo,"New York, NY",183450,Full-time,3.3,"Collaborate with , platform teams to build/enhance necessary , platforms to provide metrics & business insights and build alerts to monitor those metrics.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=fe0721f9828a6b9f&fccid=fe404d18bb9eef1e&vjs=3,"Senior Machine Learning Engineer, AdTech",Spotify,"Remote in New York, NY",Not available,Not available,4.3,"Experience with building , pipelines and getting the , you need to build and evaluate your models, using tools like Apache Beam / Spark is a plus.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=50510374b65112a8&fccid=58432e03a7f9aaeb&vjs=3,Senior Data Scientist,"Endeavor Operating Company, LLC",Remote in New York State,58500,Full-time,4.1,"You enjoy telling stories with , by utilizing standard , visualization tools such as Tableau, Looker, Microsoft Power BI, Observable, Plotly Dash etc.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=dce0f18f321f694a&fccid=84ea70376c3fa65e&vjs=3,Data Science Manager,Parker,"Remote in New York, NY",Not available,Not available,3.3,"Partner with , Eng team to iterate on the most effective , structures for the organization.,Extract and analyze ,, investigate , integrity, generate…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=d22bb9e4e5ed9c44&fccid=72af4da8a67eaaf4&vjs=3,Systems Biology Data Scientist,Viome,"New York, NY",130000,Full-time,2.7,"Contribute to group efforts in data-driven interpretations, including , engineering, , enrichment, and domain-related visualization tasks.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=e13b90cf1f3d3888&fccid=0cc7e6bf8ac0b24f&vjs=3,Planner Climate Data Science,Metropolitan Transportation Authority,"New York, NY 10004",108638,Not available,4.0,"Utilize , visualization tools, including GIS and dashboards.,Analyze ,; support development and evaluation of capital investment strategies; work with MTA…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=8cdb89d82ddc6add&fccid=c007936ceb766fe5&vjs=3,Data Engineer II - Artificial Intelligence & Human Health Research,Mount Sinai,"New York, NY",112642,Not available,3.7,"The , Engineer will join a dynamic team of , , and clinicians and participate in unique opportunities to apply machine learning for important…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=74c31b59254a7e9d&fccid=d7114f1cac8d0711&vjs=3,Sr IT Data Analyst (US),TD Bank,"Remote in New York, NY",88140,Full-time,3.8,"Develop, maintain knowledge of , available from upstream sources and , within various platforms.,Perform , profiling using TD tooling and ad hoc system…", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=b72999bf99ab0fee&fccid=fafb8f0f2a17c3fd&vjs=3,Senior Data Scientist,Reorg Research,"New York, NY",Not available,Full-time,Not available,"At least 3+ years of professional experience as a , , with experience in leading and managing , science projects.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=3174829ac5dd0a38&fccid=d99d618a0bcbc8ee&vjs=3,AI Engineer,Intellibee,"New York, NY",Not available,Not available,Not available,"Develop , ingest and , transformation architecture.,Asses, Design, develop, implement and monitor AI systems.,Experience with CI/CD systems.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=ae6a8c16d29613e6&fccid=f818da8af9528035&vjs=3,Senior Data Analyst,SellUP,"New York, NY 10010",112500,Not available,4.0,"Develop thorough understanding of email user , flow and recommend best practices to streamline , flow, processes and related standards.", Data Scientist,New York
https://www.indeed.com/rc/clk?jk=0797fb7e26adedac&fccid=8f66266f902b71ba&vjs=3,"Associate Director, Data Analytics",Doctors Without Borders | Médecins Sans Frontières,"Hybrid remote in New York, NY 10006",127000,Full-time,Not available,"Contribute to , quality and , governance policies and procedures, including but not limited to implications regarding , use, acquisition, retention,…", Data Scientist,New York
