job_link,job_title,company_name,company_location,salary,job_type,rating,job_description,searched_job,searched_location
https://www.indeed.com/rc/clk?jk=5b40891b6b8fb27f&fccid=6b70503b9b1b6293&vjs=3,Senior Inventory Data Analyst,Alo Yoga,"Los Angeles, CA",112500,Not available,2.9,"We are seeking a Senior Inventory , Analyst with experience in , analytics and , visualizations.,Ability to harvest, blend, and evaluate large amounts…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=22191f15d08fc00a&fccid=ce2c73329b576e5e&vjs=3,Data Scientist – San Diego,Del Rey Systems & Technology (Del Rey),"San Diego, CA",102500,Not available,Not available,"Experience in applying , mining, , modeling,.,Bachelor’s Degree and 3 years’ experience with , science.,Resource planning, and funds execution.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=f3d95b1c0a28601f&fccid=f5d3dc952a96809f&vjs=3,Data Scientist,"Bio-Rad Laboratories, Inc.","Irvine, CA",118400,Not available,3.6,"Participate in identifying, experimenting and testing of new ways to deliver value from combinations of operational ,, customer , and third-party data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=11260e4fe9db7b4d&fccid=5bee64c47451d1c2&vjs=3,Metagenome Data Scientist,Lawrence Berkeley National Laboratory,"Hybrid remote in San Francisco Bay Area, CA",123378,Full-time,4.2,"Work in a high-performance computing environment and collaborate with a team of computer ,, software developers and postdoctoral researchers to develop…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=871fa177318c9192&fccid=4e041af1d0af1bc8&vjs=3,"Tech Excellence Data Scientist, Mid",Booz Allen Hamilton,"Hybrid remote in San Diego, CA 92108",119550,Not available,3.9,"Experience with , science or , engineering.,As a , ,, you’re excited at the prospect of unlocking the secrets held by a , set, and you’re…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=667062de587332f3&fccid=dd616958bd9ddc12&vjs=3,Data Scientist,Pull Systems,Hybrid remote in California,Not available,Full-time,Not available,"Experience in two or more applicable , science disciplines: statistical modeling, machine learning, , mining, time series , analysis, or data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=e1d63d284116b9f1&fccid=0b4439b9e8944c36&vjs=3,Postdoc: Remote Sensing Data Analytics for Mapping and Monitoring Global Forest Carbon,JPL/NASA,"Pasadena, CA 91109",Not available,Full-time,4.2,"Required qualifications include experience in quantitative analysis of geospatial ,, machine learning algorithms, and time series analysis.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=218dee3ed2dd6826&fccid=0b4439b9e8944c36&vjs=3,"Data Scientist II, TS/SCI clearance",JPL/NASA,"Pasadena, CA 91109",Not available,Full-time,4.2,"Strong knowledge of , science methods and , analysis, ideally on relevant types of high volume data.,Wanted: Engineer with a range of skills related to…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=3ca6d7e4a55c6f87&fccid=b671a434bbdb37f3&vjs=3,Data Scientist NLP,Alignment Healthcare,California,Not available,Full-time,2.9,"Applying coding skills and knowledge , structures to develop projects in partnership with other , and engineers in the team.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=cbbff696e27d48c9&fccid=77426fa86bb11d7c&vjs=3,"Data Scientist, Data Strategy and Analytics",Abbott Laboratories,"Alameda, CA",203600,Full-time,3.9,"Good understanding of , pipelines such as , transfer methods, API documentation.,Strong understanding of , analytics, structured and unstructured data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=d79688d8c0723947&fccid=23ddedaf27ad006f&vjs=3,"Staff Data Scientist, CashApp Compliance Engineering & Technology",Cash App,"San Francisco, CA",Not available,Full-time,4.0,"Track the impact of the , team in optimizing Compliance operations.,An MS or PhD degree in , science, quantitative sciences, statistics, computer science,…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=5736be14c14e00fc&fccid=ab0ef6192557a06f&vjs=3,Senior Statistician- Fully Remote,UCLA,"Remote in Los Angeles, CA",Not available,Not available,4.2,"A record of presentations and publications appropriate for an early-to-mid career research scientist.,The Senior Statistician will also supervise projects done…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=ee3a9e89f6ddb188&fccid=c1099851e9794854&vjs=3,Computer Vision Data Scientist,Apple,"Cupertino, CA",Not available,Not available,4.1,"The , Analytics and Quality (DAQ) Team in Video Engineering is looking for a , , with a strong emphasis on deep system understanding through data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=123568dabadd89d6&fccid=44c6ee3bb480d861&vjs=3,Data Scientist/AI Engineer,DeepVu,"Berkeley, CA 94704",Not available,Not available,Not available,"Experience with time-series , analysis.,Currently, we are looking for , scientsts with experience in enterprise scale deep learning, forecasting and…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=dbf6e6a46aa7df96&fccid=7816d2f6e243dded&vjs=3,Data Science Analyst,Banyan Data Services,"San Jose, CA",Not available,Not available,Not available,"Possess strong analytical skills and are comfortable dealing with numerical data.,Flexible working hours and the opportunity to work from home.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=a591ccda02d70efb&fccid=c36ab81177bb3198&vjs=3,Senior Biological Data Scientist,Eikon Therapeutics,"Hayward, CA 94545",154000,Full-time,Not available,"You have a passion for understanding biology via novel high-throughput , generation.,7+ years of experience (inclusive of PhD) with biological , analysis.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=77fe6b8d0740b8c0&fccid=104dac531ec80260&vjs=3,"Data Scientist, Principal",Blue Shield of California,"Oakland, CA 94607",181500,Full-time,3.6,"High proficiency in scalable , transformation techniques using SQL, SAS, Spark or equivalent.,Translate business requirements into machine learning technical…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=42da9878f45f2162&fccid=a5aed56af9f8dca9&vjs=3,Data Scientist (Senior Analyst),Judicial Council of California,"Hybrid remote in San Francisco, CA 94102",109008,Not available,3.1,"Create and execute implementation plan for , reporting for , analytics projects including trial court , collection, jury and other , sources.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=b65faa0dfa19efe8&fccid=8765a4045377753a&vjs=3,Research Data Scientist,Leidos,"San Diego, CA 92121",120000,Full-time,3.7,"Assess the effectiveness and accuracy of new , sources and , gathering techniques; automate , collection processes.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=c04eeb20b5897c8f&fccid=ce4bc132b13fb5df&vjs=3,Senior Data Scientist,Step Mobile,"Palo Alto, CA 94301",Not available,Not available,Not available,"5+ years experience in , engineering or , science.,Help build the next generation of , products at Step.,Stock in an early-stage startup.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=f55f6dfef81a23be&fccid=978d9fd9799d55a8&vjs=3,Data Science Program Manager,PayPal,"Hybrid remote in San Jose, CA",124350,Full-time,3.9,"Direct collaboration with , scientists/developers and business customers.,4-6 years project management experience (data science domain a plus).", Data Scientist,California
https://www.indeed.com/rc/clk?jk=bf7c80d79f176444&fccid=17b2ec97e4ece7cf&vjs=3,Growth Data Scientist,Verkada,"San Mateo, CA 94401",Not available,Full-time,4.3,"Experience building and architecting , pipelines.,Build revenue optimization models using a wealth of structured in-house data.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=a8b6e84fb634bc34&fccid=23ddedaf27ad006f&vjs=3,Senior Product Data Scientist,Cash App,"San Francisco, CA",Not available,Full-time,4.0,"1-2 years of , science and analytics experience in industry.,Experience with scripting and , analysis programming languages, such as Python or R.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=7887ed7b0062d375&fccid=645d83ee4cbe1d25&vjs=3,Senior Data Analyst I – Diablo IV Analytics,Blizzard Entertainment,"Hybrid remote in Irvine, CA 92618",132367,Not available,3.9,"Assist in the design of , collection and , architecture to ensure clean, actionable insights are more easily derived from complex systems.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=03a44866d318d810&fccid=73ceef0a2153d2b8&vjs=3,Senior Data Scientist,Waymo,"Hybrid remote in Mountain View, CA",210000,Not available,3.1,"Waymo , , work closely with engineering and ensure high-quality reasoning and validation about , and models in our production systems.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=941ad64d13827b36&fccid=1495302d18fe02c6&vjs=3,Data Scientist: Advanced Analytics,SysIntelli,"San Diego, CA 92126",Not available,Not available,Not available,"Extract and process large quantities of , from , warehouses and other , marts in support of assignments.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=54a11978fe579e94&fccid=d29884ca3d7ce315&vjs=3,Data Scientist (Contingent Position),"Tech-Marine Business, Inc.","San Diego, CA",Not available,Full-time,Not available,"Experience in applying , mining, , modeling, scripting languages and programming languages.,Develop analytics to identify trend lines and detect trends in…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=25b7dbeee5115bba&fccid=3ed0572c448b2368&vjs=3,SRE with machine learning,Intone Networks,"Sunnyvale, CA",Not available,Not available,4.2,"Experience with distributed version control (Git) • Good experience in Developing back-end components, services, and APIs.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=08b424e3d60aedee&fccid=ad5cd49e0f99383f&vjs=3,"Data Scientist, Continuous Tomography Algorithms",Chan Zuckerberg Initiative,"Hybrid remote in Redwood City, CA",152500,Not available,4.8,"Solid understanding of the , acquisition and analysis process of Cryo-ET data.,Collaborate with researchers and other engineers to optimize and improve…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=b75dd340c09c5ac6&fccid=7747e0e1a626523b&vjs=3,Data Scientist,National University,California,83850,Full-time,3.6,"Provide technical education on advanced analytics to the , science community.,Seek further knowledge on key developments within , science and related…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=f931a924a0545e36&fccid=098f028fec64b983&vjs=3,"Sr. Manager, Technical Data Analyst - Proagrica (REMOTE)",RELX,"Remote in Marysville, CA",108550,Full-time,4.3,"Create and enforce policies for effective , management to ensure , is accurate, complete, and useable.,Direct and communicate with , entry staff.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=be367438125fd152&fccid=822bc5d9a49270ea&vjs=3,Senior Data Scientist,Walmart,"Hybrid remote in Sunnyvale, CA 94086",172000,Part-time,3.4,"You have proven ability as a full stack , , who develops, optimizes, and scales models for the production environment.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=87678005ed49e59a&fccid=dd616958bd9ddc12&vjs=3,Data Scientist/ R-Shiny Developer,CIRCULANT SOLUTIONS,"Pleasanton, CA 94588",Not available,Full-time,Not available,"Exploratory , analysis employing large , sets including visualization.,Data understanding, extraction, merging , from multiple sources, data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=247076765845d89b&fccid=734cb5a01ee60f80&vjs=3,Data & Artificial Intelligence (AI) Lead,Microsoft,"San Francisco, CA",183700,Full-time,4.2,"Leverages trends in , to inform decisions across deals.,Leverages internal and external relationships as a trusted advisor to advise complex (e.g., large,…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=81048d9b0ff705ab&fccid=04ef0d72e1a71432&vjs=3,Sr. Principal Data Scientist,Bloom Energy,"Fremont, CA",177000,Full-time,3.4,"Acquire , from primary or secondary , sources and maintain databases/data systems.,Expertise regarding , models, database design development, data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=6e299b1fe295c87c&fccid=de71a49b535e21cb&vjs=3,Business Partner Specialist - Data & AI,IBM,"San Francisco, CA",153600,Full-time,3.9,"To think along with clients and sell.,You’ll have access to all the technical and sales training courses you need to become the expert you want to be.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=f3ce94084833f69e&fccid=2525cc4a9a704809&vjs=3,"Data Scientist, US Medical Affairs (HEOR)",Genentech,"Remote in Los Angeles, CA 90001",Not available,Full-time,4.0,"He/she assists senior TI team members to design and execute retrospective observational research using in-house real-world , (RWD).", Data Scientist,California
https://www.indeed.com/rc/clk?jk=247e94f9a28c544f&fccid=9f156dd45bd33047&vjs=3,Machine Learning Engineer (Remote),Curai,"Remote in San Francisco Bay Area, CA",175000,Full-time,Not available,"Enjoy tackling complex problems in a scientific and data-driven way.,Design offline and online evaluations to test ML product features, and perform data-driven…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=739a68a2112f56ee&fccid=f766f8bfbc3effb7&vjs=3,Sr. Data Scientist - Road Safety,Uber,"San Francisco, CA 94103",165000,Full-time,3.5,"Create practical , insights and solutions from Uber’s large datasets.,This will include providing an end-to-end , science workflow that includes scoping…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=31cf37311985be85&fccid=a5b4499d9e91a5c6&vjs=3,"Software Engineer III, Machine Learning, Google Workspace",Google,"Sunnyvale, CA",Not available,Full-time,4.3,"2 years of experience with , structures or algorithms.,2 years of experience with performance, large scale systems , analysis, visualization tools, and/or…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=2bd73f03b5983ed0&fccid=31077d38121dbd0a&vjs=3,Data Analyst,LatentView,"San Jose, CA 95131",Not available,Full-time,Not available,"Strong communication skills, written and verbal; ability to present , and its implications in a clear, concise manner.,Strong hands-on SQL experience.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=3f64a04f33db666f&fccid=474f8582476790be&vjs=3,Machine Learning Engineer,Robby Technologies,"Palo Alto, CA",Not available,Not available,Not available,"Use deep learning or classical machine learning to do object detection, recognition or other related tasks.,Experience in using Torch, TensorFlow, or equivalent…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=f01ed45ae9d69850&fccid=74fbc768a4e5bece&vjs=3,"Data Scientist - Tiktok Ads, Growth Marketing",ByteDance,"Mountain View, CA",224500,Not available,4.2,"Mentor and partner with embedded , , on individual channel teams to drive business performance.,Examples of projects you would work on include, but…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=9df9f6c90a0eb469&fccid=c267f29f0f85e8b8&vjs=3,"AI Engineer, Generative AI Foundation Model Research - New College Grad",NVIDIA,"Santa Clara, CA",182825,Full-time,4.2,"Knowledge in , curation and processing for building foundation models.,Working on , curation and processing for training generative foundation models.", Data Scientist,California
https://www.indeed.com/company/Scismic/jobs/Machine-Learning-Engineer-226f5263fd9a3caf?fccid=12d020b984829361&vjs=3,Machine Learning Scientist (Chemistry),Scismic,"Hybrid remote in South San Francisco, CA",Not available,Full-time,Not available,"Experience working with chemistry/chemical structure ,, biological , requiredExperience developing deep learning algorithms required.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=70681acb33022ba3&fccid=734cb5a01ee60f80&vjs=3,Senior Artificial Intelligence (AI) Advocate for Startups,Microsoft,"San Francisco, CA",165200,Full-time,4.2,"Utilize ,, experiments, and customer insights to foster continuous learning for Microsoft and growth within your community.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=e79453bd2fb7b266&fccid=f368300325e8e8bc&vjs=3,"Senior Data Scientist, Ranking, 5 + Years Experience",Snapchat,"Los Angeles, CA 90291",212500,Full-time,3.7,"5+ years of experience using SQL or similar big , querying languages.,Expertise using , modeling skills to identify key product trends and new product…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=017c5517490db8de&fccid=44d25bf384fdd5e1&vjs=3,Sr. Data Scientist,American Honda Motor Co,California,118350,Full-time,3.8,"Experience in quantitative marketing , science, product , science, risk modeling, or similar fields.,Develop end-to-end ML systems including , analysis…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=464c5aa47c2980b2&fccid=49e7932ac3978bcd&vjs=3,Artificial Intelligence (AI) Trainer,Juji,"San Jose, CA 95117",Not available,Full-time,Not available,"Familiar with basic statistics and , processing software.,Our ideal candidates are open-minded, multi-talented individuals who are sensitive to the nuances…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=c2ac284f391db5d5&fccid=77426fa86bb11d7c&vjs=3,Principal Data Clinical Scientist,Abbott Laboratories,"Pleasanton, CA",156400,Full-time,3.9,"Strong independent , analysis skills.,Examine , sets and determine the best end-to-end analysis plan to address key scientific questions.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=46620844fe3a24b5&fccid=126e3afd205caa95&vjs=3,Sr. Data Analyst,Thermo Fisher Scientific,"Carlsbad, CA",152984,Not available,3.5,"Understand business challenges in the areas of commercial, marketing and service, and use advanced analytics capabilities to mine , and recommend data…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=0591cf821d45e4b3&fccid=f89deb5a97c7738a&vjs=3,Product Manager - AI and Machine Learning,Adobe,"San Jose, CA 95110",167450,Full-time,4.3,In this role you will focus on providing customers compelling solutions that use AI & Machine Learning to drive business performance., Data Scientist,California
https://www.indeed.com/rc/clk?jk=0db692e4386ba4bd&fccid=5f90a9582480dac0&vjs=3,Software Engineer - Data Scientist,Tau,"Redwood City, CA",Not available,Not available,Not available,"Strong knowledge of , structures and architectures.,Familiarity with big , and scientific computing frameworks.,Strong MLOps and DevOps skills.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=65cbecfbe224e712&fccid=dd616958bd9ddc12&vjs=3,Machine Learning Engineer,Hayden AI Technologies,"Remote in Oakland, CA",144500,Not available,Not available,"Experience working with geospatial , is a plus.,Strong , science and traditional ML skills (SVM, Random Forest etc.).,401(k) with 3% company matching.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=07feeafe4f2c3e86&fccid=1dc32badf02d6835&vjs=3,Staff Data Scientist,Integral Ad Science,"Hybrid remote in San Francisco, CA 94107",Not available,Not available,3.9,"Enthusiasm for telling stories with ,, deep understanding of how , works and flows through systems to produce business outcomes.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=a2051fa88451c3c9&fccid=a5b4499d9e91a5c6&vjs=3,"Software Engineer, Quantum Error Correction, Quantum AI",Google,"Los Angeles, CA",Not available,Full-time,4.3,"5 years of experience with software development in C++ and Python, and , structures/algorithms.,We're looking for engineers who bring fresh ideas from all…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=435b6c010b2e65bd&fccid=8f86b3f8b9025359&vjs=3,Purchasing Specialist for Natural and Mathematical Sciences (30 hours/11 months),California Baptist University,"Riverside, CA 92504",Not available,Not available,4.4,"Ability to gather ,, compile information, and prepare reports.,Procures goods and services such as laboratory equipment and supplies, makes travel and…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=28b12d7cf2966125&fccid=caed318a9335aac0&vjs=3,"Lead Data Analyst/Senior Data Analyst, Tiktok Ads - USDS",TikTok,"Mountain View, CA",200066,Not available,3.5,"Expert experience pulling large and complex , using SQL and writing , pipelines.,Experience with a , visualization tool (e.g. Tableau);", Data Scientist,California
https://www.indeed.com/rc/clk?jk=c3b3ec2c04cfe4ae&fccid=f16b975bd9c56fcd&vjs=3,Systematic Equity – Data Scientist,Lazard Ltd.,"San Francisco, CA",Not available,Not available,4.0,"Apply various modeling techniques to uncover insights in data.,2+ more years of relevant , science work experience.", Data Scientist,California
https://www.indeed.com/rc/clk?jk=738d3eaaf1e24501&fccid=ad5cd49e0f99383f&vjs=3,"Principal Data Scientist, Machine Learning",Chan Zuckerberg Initiative,"Hybrid remote in Redwood City, CA",222500,Not available,4.8,"Lead the development of machine learning models and algorithms to extract insights from large-scale , sets, develop new computational methods for the…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=9ad301e2850ab513&fccid=f90aa7b6385c5a56&vjs=3,SENIOR RD DATA ANALYST,Panda Restaurant Group,"Hybrid remote in Rosemead, CA 91770",96750,Not available,3.6,"Manage mobile , customer surveys, including processing new , sets, maintaining , sets on mapping platforms, and providing impact projections and…", Data Scientist,California
https://www.indeed.com/rc/clk?jk=d2966c4d3dfe0cba&fccid=cd22d01053af7669&vjs=3,Data Scientist 2,Oracle,"Los Angeles, CA",Not available,Not available,3.8,"Interacts with product and service teams to identify questions and issues for , analysis and experiments.,Identifies meaningful insights from large , and…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=eecc0859da884031&fccid=a892c8c946e25608&vjs=3,Data Scientist,Capital Group Companies,"Los Angeles, CA",144825,Full-time,3.9,"You will build the capability to study and analyze structured and unstructured ,, , from multiple internal and external sources to enable pattern seeking…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=8892f48917870240&fccid=e4c4ad85ebf29819&vjs=3,Data Scientist - REMOTE,City of Hope,"Remote in Irwindale, CA",130603,Full-time,3.7,"Experience managing collaborative , science projects.,Familiarity with a health care environment and EHR data.,Query large datasets from multiple systems.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=58182d8f3c924acd&fccid=caed318a9335aac0&vjs=3,"Data Scientist, TikTok Social",TikTok,"Los Angeles, CA",151287,Not available,3.5,"A minimum of 3 years of experience in a quantitative role, navigating complex and ambiguous environments, preferably as a founding , , or product…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=6a4830a1bbd03932&fccid=d0284a611579c21d&vjs=3,Tritura Data Scientist,Faegre Drinker,"Hybrid remote in Los Angeles, CA",187500,Full-time,3.5,"Complete , conversion, , editing, , formatting, , normalization, , analysis and , reporting.,Assess client algorithms for unintended bias.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=bd7b3db7f5bf69ed&fccid=5f1f0e6dcc6cbc83&vjs=3,Data Scientist,Humana,"Remote in Torrance, CA 90502",Not available,Full-time,3.6,"Skilled in obtaining , from multiple, disparate , sources including structured, semi-structured and unstructured data.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=0c14a38c810ade2b&fccid=7b01819f0e55306e&vjs=3,Data Scientist,Premier Lacrosse League,"Torrance, CA",105000,Not available,Not available,"Utilize 3rd party , to enrich customer , in our , Warehouse.,As part of a team of specialists, the , , will “slice and dice” , using…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=8ac18b2addf44be1&fccid=91e21ce4c8ecddad&vjs=3,Data Scientist,"Intelliswift Software, Inc.","Culver City, CA",154960,Not available,Not available,"This role is ideal for someone that combines strong , analysis experience with the implementation of , science models that create business impact as well…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=cee43d57b7558851&fccid=dbb7e0d690f678bb&vjs=3,Data Scientist,AE Studio,"Remote in Los Angeles, CA",170000,Full-time,Not available,"Experience calling machine learning APIs via REST or client libraries - and determining that their responses lack wit, guile, and tact.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=c773ebc484bf472d&fccid=caed318a9335aac0&vjs=3,"Senior Data Scientist, TikTok Social",TikTok,"Los Angeles, CA",192375,Not available,3.5,"A minimum of 5 years of experience in a quantitative role, navigating complex and ambiguous environments, preferably as a founding , , or product…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=dab6539f7c7bb168&fccid=b6f5dde98c387dd0&vjs=3,Applied Data Scientist (Remote),"Arcules, Inc.","Remote in Irvine, CA 92614",150000,Not available,Not available,"Arcules offers excellent benefits, including top-tier PPO & HMO medical plans, four weeks of vacation, three weeks of sick leave, 401(k) plan after three months…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=5b40891b6b8fb27f&fccid=6b70503b9b1b6293&vjs=3,Senior Inventory Data Analyst,Alo Yoga,"Los Angeles, CA",112500,Not available,2.9,"We are seeking a Senior Inventory , Analyst with experience in , analytics and , visualizations.,Ability to harvest, blend, and evaluate large amounts…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=3222e3d8c1844464&fccid=22d99361dca0507f&vjs=3,Research Data Scientist - Tatonetti Lab,CEDARS-SINAI,"West Hollywood, CA",127900,Full-time,4.1,"Works with senior or lead , , and principal investigators to identify areas where , science can best be applied to answer biomedical research…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=0873ece7999ea775&fccid=ab0ef6192557a06f&vjs=3,Data Science Curriculum and PD Developer,UCLA,"Los Angeles, CA",Not available,Not available,4.2,"Working knowledge of , science content and trends in current research to ensure that the content of , science education programs is relevant for teachers…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=d71053ca0ff8f6ab&fccid=6b70503b9b1b6293&vjs=3,Senior Data Scientist,Alo Yoga,"Beverly Hills, CA 90210",180000,Not available,2.9,"Strong leadership and/or management skills, with experience managing and mentoring a team of , scientists.,Strong communication and presentation skills, with…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=35f7b371f7208f6e&fccid=66403b30a2c0d89c&vjs=3,"Data Scientist (L5) - Applied Research, Consumer Insights",Netflix,"Los Angeles, CA",Not available,Not available,3.9,"You will collaborate with researchers, , ,, and engineers to build next-generation , pipelines, models, and products to ensure excellence in the…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=02883ccf6c7902b9&fccid=fdb210f6a49b1c13&vjs=3,Sr Data Scientist,Warner Bros. Discovery,"Culver City, CA",175006,Full-time,4.0,"As a senior , , on HBO Max , Science team, this individual will have a deep understanding of different types of media spend channels and…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=1559a4312350447a&fccid=f29027a2a37378e2&vjs=3,Senior Data Scientist,Ocean Media,"Huntington Beach, CA 92647",175000,Not available,3.7,"Strong attention to detail with the ability to scrutinize large , sets for , integrity and effectively identify and treat outliers and , anomalies.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=9a1d877f966ac958&fccid=71eb96af97fae7e9&vjs=3,Data Scientist - Pricing & Analytics (100% Remote),Hopper,"Remote in Los Angeles, CA",Not available,Full-time,2.7,"Leveraging , to solve customer problems is in Hopper’s DNA.,Find new opportunities for revenue growth by becoming the expert on our , and customers.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=931c3472e6c01d1c&fccid=f2d0ffe36bb2f0f4&vjs=3,"Data Scientist, Abuse Prevention",Live Nation,"Remote in Beverly Hills, CA 90210",Not available,Full-time,4.1,"Hold technical skills in statistical analysis and computing, machine learning, deep learning, processing of large , sets, , visualization, , wrangling,…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=e24ebe795f3b1919&fccid=f368300325e8e8bc&vjs=3,"Data Scientist, SMB Data and Analytics",Snapchat,"Los Angeles, CA 90291",168000,Full-time,3.7,"3+ years of experience using SQL or similar big , querying languages.,3+ years of experience in quantitative analysis & , science or a related field.", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=9ad301e2850ab513&fccid=f90aa7b6385c5a56&vjs=3,SENIOR RD DATA ANALYST,Panda Restaurant Group,"Hybrid remote in Rosemead, CA 91770",96750,Not available,3.6,"Manage mobile , customer surveys, including processing new , sets, maintaining , sets on mapping platforms, and providing impact projections and…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=f065c2a62ddbee68&fccid=74540dcd08f53d72&vjs=3,"Data Scientist, Machine Learning Applications in Genomics and Clinical Data",UCLA Health,"Los Angeles, CA 90095",80693,Not available,4.0,"Knowledge and experience working with genomic , or with medical records data.,In this position you will be expected to demonstrate excellent communication…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=218dee3ed2dd6826&fccid=0b4439b9e8944c36&vjs=3,"Data Scientist II, TS/SCI clearance",JPL/NASA,"Pasadena, CA 91109",Not available,Full-time,4.2,"Strong knowledge of , science methods and , analysis, ideally on relevant types of high volume data.,Wanted: Engineer with a range of skills related to…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=2a137bcaed8b9573&fccid=2e5243142d98319d&vjs=3,Data Scientist - IS Clinical Research,Keck Medical Center of USC,"Los Angeles, CA 90015",152580,Not available,3.9,"The incumbent will develop and implement algorithms on existing , warehouse records and may nominate new external , sources to be ingested to the data…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=50d6b8605822bf49&fccid=c1099851e9794854&vjs=3,"Data Scientist, Subscription Growth",Apple,"Culver City, CA",Not available,Not available,4.1,"Understanding of , structures and pipelines.,The tasks fall broadly into these areas: Work with engineering to identify , needs for new initiatives and…", Data Scientist,Los Angeles
https://www.indeed.com/rc/clk?jk=f3ce94084833f69e&fccid=2525cc4a9a704809&vjs=3,"Data Scientist, US Medical Affairs (HEOR)",Genentech,"Remote in Los Angeles, CA 90001",Not available,Full-time,4.0,"He/she assists senior TI team members to design and execute retrospective observational research using in-house real-world , (RWD).", Data Scientist,Los Angeles
